Date,Dividends,Stock_Splits,Dividend_Yield,Dividend_Rate,Payout_Ratio,Dividend_1Y_Total,Dividend_1Y_Count,Last_Dividend,Ex_Dividend_Date
2026-05-18,0.0400,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2026-02-18,0.0400,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2025-11-17,0.0400,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2025-08-18,0.0400,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2025-05-19,0.0400,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2025-02-14,0.0400,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2024-11-18,0.0400,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2024-08-19,0.0400,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2024-05-17,0.0400,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2024-02-15,0.0400,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2023-11-16,0.0400,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2015-11-10,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2015-08-12,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2015-05-06,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2015-02-11,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2014-11-12,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2014-08-13,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2014-05-07,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2014-02-12,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2013-11-06,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2013-08-07,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2013-05-08,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2013-02-06,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2012-11-07,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2012-08-08,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2012-05-09,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2012-02-08,0.0900,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2011-11-08,0.0800,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2011-08-10,0.0800,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2011-05-11,0.0800,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2011-02-09,0.0800,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2010-11-09,0.0700,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2010-08-11,0.0700,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2010-05-12,0.1400,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2010-02-10,0.0700,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2009-11-10,0.0700,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2009-08-12,0.0700,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2009-05-06,0.0700,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2009-02-11,0.0700,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2008-11-12,0.0700,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2008-08-06,0.0700,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2008-05-07,0.0700,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2008-02-06,0.0700,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2008-01-02,0.0000,2.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2007-11-07,0.0700,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2007-08-08,0.0550,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2007-05-09,0.0550,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2007-02-07,0.0550,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2006-11-08,0.0475,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2006-08-09,0.0475,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2006-05-10,0.0475,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2006-04-03,0.0000,2.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2006-02-08,0.0475,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2005-11-08,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2005-08-10,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2005-05-11,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2005-02-09,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2004-11-09,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2004-08-11,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2004-05-12,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2004-02-11,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2003-11-12,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2003-08-06,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2003-05-07,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2003-02-12,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2002-11-06,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2002-08-07,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2002-05-08,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2002-02-06,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2001-08-08,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2001-05-09,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2001-02-07,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2000-11-08,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2000-08-09,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2000-05-10,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
2000-02-09,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1999-11-09,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1999-08-11,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1999-05-12,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1999-02-10,0.0525,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1998-11-10,0.0525,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1998-08-12,0.0525,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1998-05-06,0.0475,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1998-02-11,0.0475,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1997-11-12,0.0475,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1997-08-06,0.0475,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1997-05-07,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1997-02-12,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1996-11-06,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1996-08-07,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1996-05-08,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1996-02-07,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1995-11-08,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1995-08-09,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1995-05-08,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1995-02-06,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1994-11-04,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1994-08-08,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1994-05-09,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1994-02-07,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1993-11-05,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1993-08-09,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1993-05-10,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1993-02-08,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1992-11-06,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1992-08-10,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1992-05-04,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1992-02-10,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1991-11-04,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1991-08-05,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1991-05-06,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1991-02-04,0.0563,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1990-11-05,0.0563,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1990-08-06,0.0563,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1990-05-07,0.0563,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1990-02-05,0.0563,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1989-11-06,0.0563,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1989-08-07,0.0563,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1989-05-08,0.0500,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1989-02-06,0.0500,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1988-11-04,0.0500,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1988-08-08,0.0500,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1988-05-09,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1988-02-08,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1987-11-06,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1987-08-05,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1987-05-04,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
1987-02-09,0.0437,1.0000,89.0000,0.1600,8.6000,0.0000,0,0.0400,2026-05-17
